"id","game_title","year"
"4003","SplashDown: Rides Gone Wild","2003"
"4004","Super Famista 5","1996"
"4005","Dynasty Warriors: Gundam 2","2008"
"4006","Shrek SuperSlam","2005"
"4007","Rayman Advance","2001"
"4008","Super Robot Taisen Z","2008"
"4009","PoPoLoCrois Monogatari","1996"
"4011","Fantastic 4","2005"
"4013","Men in Black II: Alien Escape","2002"
"4015","RealSports Tennis","1982"
"4016","Nicktoons: Attack of the Toybots","2007"
"4017","Raiders of the Lost Ark","1981"
"4018","Gauntlet","1982"
"4019","Ridge Racer 3D","2011"
"4020","Cars Mater-National Championship","2007"
"4022","Resident Evil: The Mercenaries 3D","2011"
"4023","Super Monkey Ball 3D","2011"
"4026","MotorStorm: Apocalypse","2011"
"4027","Ice Hockey","1980"
"4030","The Matrix: Path of Neo","2005"
"4033","WWE Wrestlemania X8","2002"
"4034","Sonic Lost World","2013"
"4035","Power Rangers: Dino Thunder","2003"
"4037","Ultimate I Spy","2008"
"4040","Grandia III","2005"
"4042","Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus","2006"
"4043","Mario & Wario","1993"
"4046","Pokemon Art Academy","2014"
"4047","FIFA Soccer 64","1997"
"4049","Bakugan Battle Brawlers: Defenders of the Core","2010"
"4052","J-League Pro Soccer Club wo Tsukurou! 2","1997"
"4054","Backyard Baseball","2004"
"4055","WipEout Pulse","2009"
"4056","Barbie Horse Adventures: Wild Horse Rescue","2003"
"4057","Epic Mickey: Power of Illusion","2012"
"4059","Taiko no Tatsujin: Appare Sandaime","2003"
"4060","Alone in the Dark","2008"
"4061","One Piece: Grand Battle!","2001"
"4063","Football Manager Handheld 2009","2008"
"4064","Sniper: Art of Victory","2008"
"4066","Spy Hunter 2","2003"
"4067","F1 2014","2014"
"4069","Bass Pro Shops: The Strike","2009"
"4070","Die Hard Trilogy 2: Viva Las Vegas","1999"
"4071","Jake Power: Fireman","2008"
"4072","Asphalt 3D","2011"
"4073","Momotarou Dentetsu X: Kyuushuu-hen mo Arubai","2001"
"4074","Steel Diver","2011"
"4075","Tales of Legendia","2005"
"4076","SimCity 2000","1995"
"4084","Scene It? Lights Camera Action","2007"
"4085","Dead Space Extraction","2009"
"4086","Scrabble 2007 Edition","2007"
"4088","Metal Gear Solid HD Edition","2012"
"4089","Children of Mana","2006"
"4090","Madagascar: Operation Penguin","2005"
"4091","Active Life: Extreme Challenge","2009"
"4092","The Sims 2: Pets","2007"
"4093","Mario Golf: World Tour","2014"
"4094","Need for Speed: Porsche Unleashed","2004"
"4095","Yu-Gi-Oh! Forbidden Memories (JP sales)","1999"
"4097","Silent Hill: Shattered Memories","2009"
"4098","Millipede","1983"
"4099","The Legend of the Mystical Ninja","1991"
"4100","You're in the Movies","2008"
"4101","Dark Sector","2008"
"4103","Jeopardy!","2003"
"4104","Destroy All Humans! 2","2006"
"4105","ECW Hardcore Revolution","1999"
"4106","Pinball Hall of Fame: The Williams Collection","2008"
"4108","Wu-Tang: Shaolin Style","1998"
"4109","World of Warcraft: Warlords of Draenor","2014"
"4110","Rock Band Unplugged","2009"
"4111","OkamiDen","2010"
"4114","Secret Weapons Over Normandy","2003"
"4116","All-Star Baseball 99","1998"
"4117","Harvest Moon 64","1999"
"4119","Bratz: The Movie","2007"
"4121","Harvest Moon DS (US sales)","2005"
"4122","Vigilante 8: 2nd Offense","1999"
"4124","Football Manager 2015","2014"
"4125","Theme Park Roller Coaster","2000"
"4127","Skylanders: SuperChargers","2015"
"4128","Viva Pinata: Trouble in Paradise","2008"
"4129","Nickelodeon Team Umizoomi","2011"
"4130","FlingSmash","2010"
"4131","NFL Xtreme 2","1999"
"4133","Midnight Club: Street Racing","2001"
"4134","Dynasty Warriors Gundam","2007"
"4136","Final Fantasy Crystal Chronicles: Echoes of Time","2009"
"4137","Fable","2014"
"4141","Grand Prix","1981"
"4142","Ford Racing Off Road","2008"
"4143","SimCity Creator","2008"
"4144","World of Outlaws: Sprint Cars 2002","2002"
"4146","Emergency Heroes","2008"
"4148","Fantavision","2000"
"4149","Double Dragon","1989"
"4150","Alien Trilogy","1996"
"4151","NBA Live 99","1998"
"4152","Bravely Second: End Layer","2015"
"4155","Unreal Tournament III","2008"
"4156","X-Men: Next Dimension","2002"
"4158","The Godfather (JP sales)","2006"
"4160","Hamsterz Life","2006"
"4161","Dragon Age Origins: Awakening","2010"
"4162","Super Puyo Puyo 2","1995"
"4163","Gauntlet Legends","2000"
"4164","Castlevania: Dawn of Sorrow","2005"
"4165","Naruto Shippuden: Ultimate Ninja Storm Revolution","2014"
"4166","Deadpool","2013"
"4167","WipEout","1995"
"4168","ICO","2001"
"4169","Silent Hill: Downpour","2012"
"4172","Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III","2011"
"4173","Victorious Boxers: Ippo's Road to Glory","2000"
"4174","Petz Sports","2008"
"4176","Densetsu no Stafi","2002"
"4177","Valkyrie Profile 2: Silmeria","2006"
"4178","Hot Wheels Velocity X","2002"
"4179","Shadowrun","2007"
"4181","Virtua Tennis 4: World Tour","2011"
"4182","Warhammer 40,000: Dawn of War II","2009"
"4183","Crazy Taxi: Fare Wars","2007"
"4184","Clash of Elementalists","2010"
"4187","L.A. Rush","2005"
"4188","Bomberman Hero","1998"
"4189","Automobili Lamborghini","1997"
"4190","Quest 64","1998"
"4191","Momotarou Dentetsu V","1999"
"4192","Doom 64","1997"
"4193","Boom Blox Bash Party","2009"
"4194","The Sims 3: Ambitions","2010"
"4195","Dead or Alive 4","2005"
"4196","Commando","1987"
"4197","Rise of Nightmares","2011"
"4199","NBA Ballers: Phenom","2006"
"4204","MTV Music Generator","1999"
"4205","Spider-Man: Friend or Foe","2007"
"4206","Major League Baseball 2K13","2013"
"4207","Super Momotarou Dentetsu DX","1995"
"4208","World Soccer Winning Eleven 8: Liveware Evolution","2005"
"4209","The Sims 3: Outdoor Living Stuff","2011"
"4211","Downhill Domination","2003"
"4213","Pirates of the Caribbean: Dead Man's Chest","2006"
"4214","World Series of Poker","2005"
"4215","Inazuma Eleven Go 2: Chrono Stone","2012"
"4216","NHL 97","1996"
"4217","We Sing Encore","2010"
"4218","Kong: The 8th Wonder of the World","2005"
"4220","Mega Man Star Force 3: Black Ace / Red Joker","2008"
"4221","Crayola: Treasure Adventures","2007"
"4222","Godzilla: Save the Earth","2004"
"4223","Dance Dance Revolution: Mario Mix","2005"
"4224","Metal Gear Solid: The Twin Snakes","2004"
"4225","Imagine: Figure Skater (US sales)","2007"
"4226","Mat Hoffman's Pro BMX 2","2002"
"4227","Metal Gear Solid: The Essential Collection","2007"
"4229","Iridion 3D","2001"
"4231","Classic NES Series: Pac-Man","2004"
"4233","Dragon Ball Z: Collectible Card Game","2002"
"4235","Country Dance 2","2011"
"4236","Razor Freestyle Scooter","1999"
"4238","F.E.A.R. 3","2011"
"4239","Disney's Kim Possible 3: Team Possible","2005"
"4240","Rygar: The Legendary Adventure","2002"
"4241","Syphon Filter: Logan's Shadow","2007"
"4242","Super Batter Up","1992"
"4243","Kessen II","2001"
"4244","Crayon Shin-Chan: Arashi o Yobu Enji","1993"
"4245","Stuart Little 2","2002"
"4249","Art Academy: Lessons for Everyone","2012"
"4251","ATV Offroad Fury Pro","2006"
"4253","SingStar Amped","2007"
"4254","Brothers In Arms: Earned in Blood","2005"
"4255","Walk it Out!","2010"
"4256","Transformers: Dark of the Moon - Autobots/Decepticons","2011"
"4257","Dragon Ball Z: Sagas","2005"
"4258","Scooby-Doo","2001"
"4260","Hydro Thunder","1999"
"4261","Brothers In Arms: D-Day","2006"
"4262","American Girl: Kit Mystery Challenge!","2008"
"4263","Mario & Sonic at the Rio 2016 Olympic Games","2016"
"4264","NHL FaceOff '97","1996"
"4267","Virtua Tennis 4","2011"
"4269","Gremlins","1983"
"4270","The Mark of Kri","2002"
"4271","Jampack Winter 2003 (RP-M)","2003"
"4272","Rugrats: Castle Capers","2001"
"4275","Farming Simulator 2015","2015"
"4276","Bleach: The Blade of Fate","2006"
"4280","Barbie: Jet, Set & Style!","2011"
"4282","Momotarou Dentetsu 11","2002"
"4287","Star Wars: Demolition","2000"
"4288","Scooby-Doo! and the Spooky Swamp","2010"
"4289","Sword Art Online: Lost Song","2015"
"4290","Bloody Roar II","1999"
"4291","Delta Force: Black Hawk Down","2005"
"4292","Burnout Dominator","2007"
"4294","Vin Diesel: Wheelman","2009"
"4295","Space Invaders","1994"
"4296",".hack//Outbreak Part 3","2002"
"4298","Mother 1+2","2003"
"4299","Hyperdimension Neptunia","2010"
"4301","Puzzle & Dragons Z + Super Mario Bros. Edition","2015"
"4303","Top Spin","2003"
"4304","Disney Guilty Party","2010"
"4305","Warhawk","1995"
"4307","Red Faction: Armageddon","2011"
"4308","DanceStar Party","2011"
"4309","Persona 4: Dancing All Night","2015"
"4310","Tales of Vesperia","2009"
"4312","Dynasty Warriors: Strikeforce","2009"
"4313","2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild","2005"
"4314","Tales of Hearts","2013"
"4315","Missile Command","1999"
"4317","Barbie as The Island Princess","2007"
"4318","Jikkyou Powerful Pro Yakyuu 3","1996"
"4319","The Walking Dead: Season One","2014"
"4320","Jikkyou Powerful Pro Yakyuu 12","2005"
"4324","J-League Excite Stage '95","1995"
"4325","The New York Times Crosswords","2007"
"4326","Phantasy Star Online Episode I & II","2002"
"4327","Moshi Monsters: Moshlings Theme Park","2012"
"4328","The Powerpuff Girls: Relish Rampage","2002"
"4329","Resistance: Burning Skies","2012"
"4331","Dead or Alive: Dimensions","2011"
"4333","Brain Challenge","2008"
"4334","NFL Head Coach","2006"
"4336","Karaoke Revolution Presents American Idol Encore","2008"
"4337","Major League Baseball 2K11","2011"
"4338","Enemy Territory: Quake Wars","2008"
"4339","Ghostbusters","1985"
"4340","NCAA Gamebreaker 99","1998"
"4341","Area 51","2005"
"4342","World Stadium 2","1998"
"4344","NHL 2005","2004"
"4345","TNA iMPACT!","2008"
"4346","Star Wars Jedi Knight: Jedi Academy","2003"
"4347","Thrillville: Off the Rails","2007"
"4348","Phoenix","1981"
"4349","Spider-Man: Shattered Dimensions","2010"
"4351","My Fashion Studio","2007"
"4352","Plants vs. Zombies: Garden Warfare 2","2016"
"4353","Rock Band Country Track Pack","2009"
"4355","Apocalypse","1998"
"4356","Transformers: Revenge of the Fallen (Wii & PS2 Version)","2009"
"4357","PES 2009: Pro Evolution Soccer","2009"
"4358","Yu-Gi-Oh! Destiny Board Traveler","2004"
"4360","God Eater 2","2013"
"4361","Samurai Warriors 3","2009"
"4362","World Soccer Winning Eleven 5 Final Evolution","2001"
"4363","One Piece: Pirate Warriors 3","2015"
"4364","Sphinx and the Cursed Mummy","2003"
"4365","Fatal Fury 2","1993"
"4366","Rampage World Tour","1998"
"4367","Pokemon Puzzle League","2000"
"4368","Eternal Sonata","2008"
"4369","Dance Dance Revolution: Hottest Party 3","2009"
"4372","Bee Movie Game","2007"
"4373","Tekken Advance","2001"
"4374","Shin Megami Tensei: Persona 3","2006"
"4375","Persona","1995"
"4379","Viking: Battle for Asgard","2008"
"4381","Mobile Suit Gundam","1995"
"4383","SingStar Take That","2009"
"4384","SOCOM: U.S. Navy SEALs Fireteam Bravo 3","2010"
"4385","Final Fantasy Collection","1999"
"4388","Samurai Warriors: Xtreme Legends","2004"
"4390","NHL FaceOff","1994"
"4391","WWE WrestleMania 21","2005"
"4392","Brunswick Pro Bowling","2010"
"4393","Worms: Open Warfare 2","2007"
"4395","Defender II","1987"
"4396","WWE Day of Reckoning","2004"
"4397","Dragon Quest Heroes: Rocket Slime","2005"
"4399","Walt Disney World Quest: Magical Racing Tour","2000"
"4400","Sled Storm","2002"
"4401","Vandal Hearts","1996"
"4402","Mario Tennis Ultra Smash","2015"
"4403","Celebrity Sports Showdown","2008"
"4404","Jawbreaker","1981"
"4405","Scooby-Doo! Mystery Mayhem","2004"
"4406","Mario Golf: Advance Tour","2004"
"4408","Karaoke Revolution","2009"
"4409","Discovery Kids: Kitten Corner","2009"
"4411","Yu-Gi-Oh! Capsule Monster Coliseum","2004"
"4413","Major League Baseball 2K6","2006"
"4414","Jampack Volume 13 (RP-M)","2005"
"4416","NBA Live 2000","1999"
"4417","Teenage Mutant Ninja Turtles 2: Battle Nexus","2004"
"4420","TouchMaster 3","2009"
"4421","The Thing","2002"
"4423","Van Helsing","2004"
"4425","Food Network: Cook or Be Cooked","2009"
"4426","Transformers: Fall of Cybertron","2012"
"4427","Metro: Last Light","2013"
"4428","The Urbz: Sims in the City (all regions sales)","2004"
"4429","Spawn: Armageddon","2003"
"4430","The Godfather (US sales)","2006"
"4433","World Stadium EX","1996"
"4437","Ben 10 Alien Force: Vilgax Attacks","2009"
"4439","Densetsu no Stafi 2","2003"
"4440","Independence Day","1997"
"4442","Chocobo Racing","1999"
"4443","Ninja Gaiden 3","2012"
"4444","Child of Eden","2011"
"4446","Family Fest Presents Circus Games","2008"
"4447","My Spanish Coach","2007"
"4449","Gundam SEED: Federation vs. Z.A.F.T.","2005"
"4450","Ms. Pac-Man Maze Madness","2000"
"4451","Blood Omen: Legacy of Kain","1996"
"4452","Super Bomberman 4","1996"
"4453","Bomberman II","1991"
"4454","Duke Nukem 64","1997"
"4455","Sin and Punishment: Star Successor","2009"
"4456","Jump Start Pet Rescue","2009"
"4457","Naughty Bear","2010"
"4459","Super Robot Taisen OG: Original Generations","2007"
"4460","Army Men World War: Final Front","2001"
"4461","Petz: Horsez 2","2007"
"4462","Puppy Luv: Spa and Resort","2007"
"4463","Yu-Gi-Oh! 5D's Tag Force 4","2009"
"4465","Jikkyou Powerful Pro Yakyuu 9","2002"
"4466","Grind Session","2000"
"4467","Naruto: Gekito Ninja Taisen! 3","2004"
"4468","Barbie: Groom and Glam Pups","2010"
"4469","Wario World","2003"
"4470","Scooby-Doo! Mystery Mayhem","2003"
"4472","Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri","2003"
"4473","Deer Drive","2010"
"4477","Battlebots: Design & Destroy","2003"
"4479","Eternal Darkness: Sanity's Requiem","2002"
"4480","Power Rangers: S.P.D.","2004"
"4481","Naruto: Ultimate Ninja 3","2005"
"4482","SingStar Motown","2009"
"4483","Neon Genesis Evangelion","1996"
"4485","Mobile Suit Gundam: One Year War","2005"
"4486","Tongari Boushi to Mahou no Otana","2010"
"4487","NFL Blitz 20-03","2002"
"4488","Just Dance: Summer Party","2011"
"4490","Dragon Ball Z: Shin Budokai - Another Road","2007"
"4491","Master of Illusion","2006"
"4493","Remington Great American Bird Hunt","2009"
"4494","Classic NES Series: Metroid","2004"
"4495","Alpha Protocol","2010"
"4496","Tetris Axis","2011"
"4497","Dora the Explorer: Dora Puppy","2009"
"4498","Primal","2003"
"4502","Spec Ops: Covert Assault","2001"
"4504","Flight Control Rocket","2005"
"4506","The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","2005"
"4507","Trials Fusion","2014"
"4509","NiGHTS into dreams...","1996"
"4512","Rock Band 4","2015"
"4513","NBA Jam","2010"
"4514","Bionicle","2003"
"4516","MLB 2002","2001"
"4517","Sleeping Dogs","2014"
"4518","TimeSplitters","2000"
"4519","Barnstorming","1981"
"4520","InuYasha: The Secret of the Cursed Mask","2004"
"4521","Rune Factory 3: A Fantasy Harvest Moon","2009"
"4522","The Powerpuff Girls: Him and Seek","2002"
"4523","Mega Man Zero 2","2003"
"4524","Wonder Project J: Kikai no Shonen Pino","1994"
"4526","Atelier Totori: The Adventurer of Arland","2010"
"4528","The Fairly Odd Parents: Game Boy Advance Video Volume 1","2004"
"4530","Hunter: The Reckoning  Wayward","2003"
"4532","Command & Conquer 3: Tiberium Wars","2007"
"4533","WipEout 64","1998"
"4534","Mischief Makers","1997"
"4536","Petz Bunnyz","2008"
"4537","Castlevania: Portrait of Ruin","2006"
"4539","EyeToy: AntiGrav","2004"
"4541","EverQuest Online Adventures","2003"
"4542","Cool Boarders","1996"
"4543","999: Nine Hours, Nine Persons, Nine Doors","2009"
"4544","Mobile Suit Gundam: Zeonic Front","2001"
"4545","Zone of the Enders HD Collection","2012"
"4546","Def Jam Icon","2007"
"4547","Tales of the World: Radiant Mythology","2006"
"4549","Dawn of Mana","2006"
"4550","Microsoft Flight Simulator X","2006"
"4553","NASCAR Kart Racing","2009"
"4555","Backyard Baseball","2002"
"4557","TRON: Evolution","2010"
"4559","Call of Duty: Modern Warfare: Mobilized","2009"
"4561","The Smurfs","2011"
"4563","NHL FaceOff 99","1997"
"4565","SEGA Classics Collection","2005"
"4567","Juiced: Eliminator","2006"
"4568","Naruto: Ninja Council 3","2006"
"4569","Neon Genesis Evangelion 2nd Impression","1997"
"4570","Dai-2-Ji Super Robot Taisen Z: Hakai-hen","2011"
"4571","NBA Street","2002"
"4574","Valkyrie Profile: Covenant of the Plume","2008"
"4575","The Legend of Spyro: The Eternal Night","2007"
"4576","Mega Man Battle Network","2001"
"4578","25 to Life","2006"
"4579","NHL 2K6","2005"
"4583","Dog's Life","2003"
"4584","The X Files","1999"
"4585","Super Wagyan Land","1991"
"4586","Rascal","1998"
"4587","Hometown Story","2013"
"4590","Famicom Mini: Super Mario Bros. 2","2004"
"4593","Yu-Gi-Oh! GX: Tag Force 2","2007"
"4594","Colony Wars","1997"
"4595","All-Star Baseball 2004","2003"
"4596","Big Strike Bowling","2003"
"4597","Ragnarok Odyssey","2012"
"4599","Horsez","2006"
"4600","SpongeBob's Truth or Square (US sales)","2009"
"4602","Grandia","1997"
"4604","Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005","2005"
"4605","Hot Wheels World Race","2003"
"4606","Avatar: The Last Airbender - The Burning Earth","2007"
"4607","Superman: Shadow of Apokolips","2002"
"4608","NiGHTS: Journey of Dreams","2007"
"4609","American Chopper","2004"
"4611","Star Wars Trilogy: Apprentice of the Force","2004"
"4612","Marvel Super Hero Squad","2009"
"4614","JGTC: All-Japan Grand Touring Car Championship","1998"
"4616","Arc the Lad III","1999"
"4617","Solitaire Overload","2007"
"4618","Mobile Suit Gundam: Gundam vs. Gundam","2008"
"4620","Jikkyou Powerful Pro Yakyuu 11","2004"
"4621","Ghost Trick: Phantom Detective","2010"
"4622","The Adventures of Jimmy Neutron Boy Genius: Jet Fusion","2003"
"4623","Rush 2: Extreme Racing USA","1998"
"4625","Dr. Mario 64","2001"
"4626","Jikkyou Powerful Pro Yakyuu 6","1999"
"4627","Army Men: Sarge's Heroes 2","2000"
"4629","Green Day: Rock Band","2010"
"4630","Wolfenstein: The Old Blood","2015"
"4633","Dance Dance Revolution Ultramix 2","2004"
"4636","Super Famista 4","1995"
"4637","The Fairly Odd Parents: Game Boy Advance Video Volume 2","2004"
"4638","Cabela's Legendary Adventures","2008"
"4639","Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!","2010"
"4641","JumpStart: Escape from Adventure Island","2009"
"4643","Style Lab: Makeover","2009"
"4644","Condemned: Criminal Origins","2005"
"4645","Mega Man X6","2001"
"4646","Monster Jam: Urban Assault","2008"
"4647","BloodRayne","2002"
"4648","Kumamon Bomber: Puzzle de Kumamon Taisou","2005"
"4649","Castlevania: Curse of Darkness","2005"
"4650","Tom Clancy's HAWX 2","2010"
"4651","Harvest Moon: Grand Bazaar","2008"
"4652","International Superstar Soccer Pro '98","1998"
"4653","Jimmy Neutron: Boy Genius","2001"
"4655","Zack & Wiki: Quest for Barbaros' Treasure","2007"
"4656","Double Pack: Finding Nemo / The Incredibles","2006"
"4659","Animal Crossing: Amiibo Festival","2015"
"4660","Hyrule Warriors","2016"
"4662","Fishing Resort","2011"
"4663","WWE All Stars","2011"
"4664","Lord of the Rings: The Third Age","2004"
"4665","Football Manager Handheld 2011","2010"
"4667","Mega Man Legends 2","2000"
"4668","X-Men vs. Street Fighter","1997"
